파사,66,178
카마,74,148
차마,44,175
타나,48,142
차다,83,154
자나,86,180
차나,81,141
가마,96,162
라아,69,192
바나,53,145
차가,70,143
타하,48,141
카파,48,173
타아,47,163
가바,98,165
사자,45,180
타다,65,190
파파,69,156
차아,60,199
차아,66,161
다타,69,149
나하,50,142
파사,60,172
다하,45,140
파나,64,142
아자,93,167
파타,60,175
나카,52,193
마라,55,198
타마,40,181
바다,67,188
카나,91,190
라라,48,193
아파,93,185
카카,77,167
바라,52,170
카파,85,141
다라,94,181
타라,41,184
다하,75,149
마나,66,149
아파,44,170
아하,86,152
하아,69,175
차나,40,142
타사,46,194
마마,56,176
파사,43,165
사자,97,142
파바,60,186
아파,59,180
다카,57,143
차다,72,192
가마,98,140
카타,61,160
바바,87,195
가차,87,155
하바,68,185
나다,51,152
아마,85,185
마사,43,184
마다,52,189
마카,40,143
파나,88,145
다가,56,192
마가,98,165
하자,64,150
아자,88,169
파카,63,164
나아,45,140
다아,95,183
하카,96,167
하타,56,147
하라,40,157
라자,85,191
차다,76,169
카다,85,153
다나,75,161
하라,62,186
가마,43,140
다하,66,178
바아,54,171
파자,96,184
다파,94,167
아가,92,153
차가,47,194
차카,88,193
자자,90,179
다카,86,193
카아,85,160
카카,48,173
타사,99,147
가사,65,172
나타,72,150
타다,57,185
다바,90,195
차자,78,179
다자,47,186
라다,70,196
가하,82,157
라타,63,196
타차,80,173
차나,96,192
차아,75,153
파가,47,188
파자,99,188
하타,58,189
아나,99,152
라타,66,171
사파,85,143
차다,86,140
파가,59,176
차다,86,180
차파,95,173
타바,91,198
아라,50,158
차아,44,149
나카,85,195
타하,99,186
다다,80,190
하다,81,153
하마,48,148
카나,84,190
바바,78,186
하하,47,172
바가,80,165
타파,90,156
바아,49,185
차사,89,173
바바,70,144
아아,55,178
라바,74,165
사차,93,174
하하,52,186
카차,95,151
타자,85,147
마아,45,174
아사,53,146
마타,54,153
하카,50,161
파파,52,140
라아,53,164
가파,42,155
나자,95,197
하마,61,143
자타,97,176
사파,59,192
아하,46,150
자사,44,189
바타,81,165
카바,96,146
사카,61,146
바타,83,175
마다,46,161
라라,98,167
바마,73,170
라바,71,151
아가,51,189
아마,92,177
마마,70,164
가사,79,159
카파,51,175
다하,70,146
라파,52,140
자라,75,182
사카,95,143
하파,83,181
마가,46,183
라자,74,163
파사,52,172
하카,89,167
사사,75,180
아자,87,182
바카,69,153
아타,43,149
사파,97,171
차아,80,188
라타,71,182
파마,69,177
파마,40,182
아타,67,193
하가,69,182
타아,93,196
카카,77,181
라하,54,143
하타,67,183
하카,79,161
다다,78,149
가다,55,174
다바,73,161
파다,48,188
라바,51,179
아마,80,176
자타,58,162
카카,64,156
마사,73,191
라바,67,189
바아,97,149
사카,76,169
바자,87,165
차타,71,160
하아,87,174
사카,63,157
다라,66,146
다파,80,194
마가,57,199
아자,81,177
타아,57,180
나라,83,163
하가,95,172
다타,48,155
나마,57,185
타라,95,190
라사,41,146
아바,83,174
차타,54,148
나나,65,179
카라,52,193
사하,74,182
차다,83,157
바타,90,194
다자,56,159
타타,90,160
아타,78,167
자파,42,149
자파,70,141
바마,65,166
하자,63,176
타사,93,142
자카,99,144
사가,50,182
자다,64,184
바자,55,148
타바,69,196
라나,52,156
카자,68,174
가가,82,152
파가,52,149
아아,91,169
마사,86,190
바하,74,184
아카,76,152
자차,51,145
나라,93,149
아바,68,179
가타,73,176
차타,75,144
사가,43,180
차파,70,170
파자,51,187
차사,57,173
나자,73,149
다차,45,192
아파,56,146
타바,44,152
다사,68,148
사나,88,164
타하,84,149
나자,41,158
차카,49,150
자다,97,170
바자,50,164
다가,75,192
차라,66,185
마다,65,198
사차,54,144
라아,55,167
가아,41,190
라바,75,164
카차,79,179
바아,78,176
나카,78,143
자파,45,198
타마,45,141
다타,59,176
카차,71,167
하자,66,159
라나,68,192
카나,64,196
마가,78,168
가라,74,197
나가,95,160
파하,43,188
바하,47,177
아바,61,176
타아,67,165
타나,53,195
바사,56,183
사바,76,178
타바,79,171
마사,60,190
바자,86,190
사라,77,147
다타,94,175
다라,61,194
하가,79,159
다사,62,151
다나,80,159
라자,89,145
마차,79,184
나자,77,152
바마,69,191
자바,44,191
바가,59,168
자나,98,179
마하,54,199
나타,68,195
마파,74,186
아아,52,191
타아,74,155
타파,73,191
라아,47,168
라파,92,180
바나,46,152
아가,45,184
나사,54,183
차하,93,144
라라,89,176
차나,53,142
마차,76,152
바바,81,187
라사,57,166
마아,96,198
자차,45,192
라차,50,160
파라,96,192
카자,91,163
카하,50,191
바자,91,170
라하,77,147
하바,98,158
하카,51,153
바마,44,198
아가,53,163
가파,63,198
라하,42,143
다나,70,164
사타,81,192
사타,50,185
하카,82,177
타하,75,160
파차,80,194
나하,42,157
바하,40,178
자파,83,164
가가,87,162
가자,42,152
자나,98,169
파바,61,199
다라,77,153
자아,79,155
바다,54,164
바바,93,156
하바,83,161
라차,79,164
타타,58,181
다나,72,199
가바,60,141
하하,55,147
파타,55,187
사차,82,150
아타,95,197
가아,48,189
사가,74,175
자가,59,160
타카,59,185
나사,98,199
라가,88,193
타라,91,164
차라,78,151
파바,92,170
카카,78,193
타사,49,173
라타,62,157
타라,77,153
바타,60,184
마카,45,157
나파,72,140
파자,44,163
마카,61,197
라바,99,183
카사,96,195
사타,75,152
카아,76,164
다바,44,173
파하,70,187
사나,49,150
자사,45,154
타자,65,142
가파,66,185
가가,93,180
사나,63,186
다다,79,163
카카,53,151
라바,59,141
나바,75,159
파라,51,162
타나,61,196
카타,87,181
마라,54,185
가사,80,144
가바,77,197
하다,47,156
마자,69,193
